place_id,name,latitude,longitude
ChIJL4QTlRMKkEcRbVeXX4AhV3M,Eisenhof,47.38365239999999,8.5287446
ChIJNcjw_Q0KkEcRuixeAWPR2oM,Tant Pis,47.382003,8.533263999999999
ChIJFTYAvhMKkEcR32AlJ-qx_Xk,Josef,47.3839061,8.528960500000002
ChIJF3xQ0hYKkEcRyWHOIG5GKvc,Roi-Et Thai restaurant,47.3805684,8.526167400000002
ChIJdQ09CGkKkEcRZrlHe3TOrqI,Filo Pizza (ex. Flying Pizza),47.39409989999999,8.527508599999999
ChIJoaQ8MKigmkcRxSHXctRBTp8,Kormasutra Indian Restaurant,47.39245930000001,8.534605700000002
ChIJH58LiRAKkEcRsXR9dkCeniM,Exer 136,47.3783671,8.528607400000002
ChIJs_OWURoKkEcR8RJv9PVNPHo,Restaurant Volkshaus,47.37559220000001,8.527135000000001
ChIJ6zE6eXUKkEcRWjHRTIkd9RM,Kafi Dihei,47.37527590000001,8.5132387
ChIJh2o3aA4KkEcRrwRUhRvr3pY,Yoshino,47.3807658,8.5345507
ChIJMzBL-xoKkEcR6zmxgZUGgO0,Accademia Del Gusto,47.375336,8.528665
ChIJM3RDfBkKkEcR0aoCMEVdcCQ,Suan Long - Langstrasse,47.3748621,8.524341999999999
ChIJhT2dLhcKkEcR4DuYz0hnSpI,Eichhörnli,47.3797005,8.5256936
ChIJZaOk5xoKkEcRxEhhNLnNFtQ,Daniel H. Bar & Restaurant,47.37540509999999,8.529297299999998
ChIJsdVzuUAKkEcRLUcQUVKQNRs,Aubrey,47.38914729999999,8.517718900000002
ChIJVdEGKxEKkEcR7mK3GLVS44M,Phuket Thai Food,47.3802404,8.526382699999997
ChIJ22arZxIKkEcRTIlu1nrGqxE,JUNG Limmatplatz,47.38409499999999,8.532062
ChIJtYiWwyMKkEcRod3czlc3fDI,Bertabar,47.37443549999999,8.514149999999999
ChIJHRtC32oKkEcR4smxnTizITU,Costa Brava,47.3884769,8.525655400000002
ChIJp8WOGskLkEcR329E13qhbyo,Akaraka,47.3747006,8.529492199999998
ChIJo3J7mT8KkEcR8zeO07QoZyc,Kantine / Bom e Belli,47.3867205,8.5206275
ChIJN9yeKwoKkEcRNbo_9sZhseM,African Queen,47.38164330000001,8.542166400000001
ChIJH1JagAgKkEcRbjXehxtS6qI,McDonald’s,47.3767013,8.540348599999998
ChIJ3dqYjggKkEcR4IjR6n6GLnU,Brasserie Federal,47.3780405,8.5407522
ChIJP_cBiAsKkEcRZjHiBwOaIDQ,Dynamo Jugendkulturhaus - Restaurant Chuchi am Wasser,47.38306069999999,8.539629099999999
ChIJy1B14goKkEcRpVv9QCDoprQ,Stocker,47.384585,8.542708000000001
ChIJdbDKLpmgmkcRr325jFPIhu8,Rigiblick,47.3884044,8.553248100000001
ChIJM_09lTShmkcRt1xP6kIEMxE,k kiosk,47.3859406,8.548731499999999
ChIJx5Z82HUKkEcRqtqPV9BRlWU,Moudi's Lecker Garten,47.39089439999999,8.545619600000002
ChIJk8wsHAsKkEcRIoDxBImrItU,Azzurro - Genuss pur!,47.3846952,8.5426211
ChIJX6DKpQwKkEcRXCTVFEhhqvE,Rollerei,47.3857241,8.539535299999999
ChIJi4hHCnEKkEcRQHlzxL7YHcE,Libanes Take-Away,47.3929049,8.5393326
ChIJhYCKxA4KkEcREQHnXA3XN-M,St. Gallerhof,47.37997459999999,8.5373982
ChIJ--WRXQ0KkEcRdX_sa5zchOY,Panama Bar & Grill,47.3850089,8.535687800000002
ChIJfbuY96egmkcRYVcU-7bOOpU,Central Garten,47.3770561,8.543546599999999
ChIJq5-Z5AgKkEcR-sYcisozz68,Brezelkönig,47.3787064,8.540131299999999
